6x6,無盡,38,23
6x6,限時60秒,0,25
6x6,完成30關,49,30
6x6,限時60秒,0,34
6x6,無盡,2,3
9x9,無盡,220,31
7x7,限時60秒,0,23
8x8,無盡,9,8
7x7,限時60秒,0,21
8x8,無盡,55,21
9x9,無盡,3,3
9x9,限時60秒,0,22
6x6,限時60秒,0,29
6x6,限時60秒,0,21
6x6,無盡,43,23
6x6,限時60秒,0,30
6x6,無盡,4,1
6x6,無盡,4,2
6x6,限時60秒,0,25
6x6,完成30關,91,30
