困難,無盡,500,130
簡單,無盡,100,15
困難,挑戰,500,100
中等,挑戰,400,80
簡單,挑戰,79,74
簡單,無盡,40,40
簡單,挑戰,69,71
簡單,挑戰,80,58
中等,無盡,248,88
中等,挑戰,159,99
中等,挑戰,231,97
簡單,挑戰,86,43
簡單,挑戰,66,31
簡單,挑戰,289,43
簡單,挑戰,142,37
中等,挑戰,152,72
簡單,挑戰,103,58
簡單,挑戰,70,50
簡單,挑戰,130,53
簡單,挑戰,88,53
簡單,挑戰,89,44
簡單,挑戰,81,37
簡單,挑戰,81,49
簡單,挑戰,94,54
簡單,挑戰,98,47
簡單,挑戰,105,50
簡單,挑戰,88,48
簡單,挑戰,131,54
中等,挑戰,180,92
中等,無盡,239,107
中等,無盡,207,113
簡單,無盡,71,39
簡單,無盡,82,37
簡單,挑戰,68,43
中等,挑戰,226,101
簡單,挑戰,55,35
簡單,挑戰,73,53
簡單,挑戰,74,52
